PERIODO,COD_MAT,COD_DOCENTE
201710,77414,4033
201710,77415,4039
201710,77416,3760
201710,77416,4804
201710,77417,3984
201710,77417,4559
201710,77418,3952
201710,77419,3962
201710,77420,3830
201710,77421,4849
201710,77422,4152
201710,77422,4559
201710,77423,4519
201710,77423,756
201710,77424,3952
201710,77425,4804
201710,77426,3870
201710,77427,4059
201710,77427,4202
201710,77428,4725
201710,77429,4420
201710,77431,3952
201710,77432,3871
201710,77433,3962
201710,77434,3962
201710,77435,4689
201710,77436,1526
201710,77436,4664
201710,77437,4718
201710,77437,4805
201710,77438,1331
201710,77439,4718
201710,77440,3962
201710,77441,4536
201710,77442,4519
201710,77443,4427
201710,77445,3800
201710,77446,4373
201710,77448,4725
201710,77449,1331
201710,77450,3894
201710,77450,4372
201710,77451,4804
201710,77452,1526
201710,77453,4689
201710,77454,4587
201710,77455,3894
201710,77456,1676
201710,77457,4373
201710,77458,3633
201710,77459,4202
201710,77460,4427
201710,77461,4710
201710,77462,1979
201710,77463,1979
201710,77464,3760
201710,77464,4725
201710,77464,4427
201710,77465,3467
201710,77466,3572
201710,88101,3641
201710,88102,2940
201710,88103,4721
201710,88104,4094
201710,88105,2971
201710,88106,2482
201710,88107,3150
201710,88111,4742
201710,88112,3794
201710,88113,4691
201710,88114,423
201710,88115,3222
201710,88115,4826
201710,88117,1819
201710,88118,4690
201710,88119,4609
201710,88120,4585
201710,88121,4250
201710,88122,4555
201710,88122,4727
201710,88123,174
201710,88124,4249
201710,88125,4609
201710,88126,4690
201710,88127,4250
201710,88128,4250
201710,88129,3088
201710,88130,3374
201710,88131,3088
201710,88132,4249
201710,88133,3700
201710,88134,2472
201710,88136,4742
201710,88137,4394
201710,88138,3150
201710,88140,4690
201710,88141,4742
201710,88142,4585
201710,88143,4094
201710,88144,3700
201710,88145,4250
201710,88146,4845
201710,88146,4874
201710,88146,4813
201710,88146,4752
201710,88146,3960
201710,88146,4827
201710,88146,3684
201710,88147,4691
201710,88148,4691
201710,88148,4690
201710,88148,4585
201710,88149,4691
201710,88151,3700
201710,88151,4094
201710,88152,4249
201710,88152,4094
201710,88152,4584
201710,88152,3700
201710,88152,4251
201710,88153,4249
201710,88154,4691
201710,88155,3700
201710,88155,4585
201710,88155,4251
201710,88155,3150
201710,88155,4584
201710,88155,4691
201710,88156,1819
201710,88163,4609
201710,88201,3776
201710,88202,4335
201710,88203,4640
201710,88204,4838
201710,88205,4849
201710,88206,3289
201710,88207,3880
201710,88211,4791
201710,88212,4481
201710,88213,3880
201710,88213,3007
201710,88214,4335
201710,88214,4793
201710,88215,4152
201710,88215,4588
201710,88216,3607
201710,88217,3473
201710,88218,3549
201710,88219,4481
201710,88220,4852
201710,88221,4573
201710,88222,4152
201710,88222,4559
201710,88223,4640
201710,88223,4793
201710,88224,4263
201710,88225,3473
201710,88226,3549
201710,88227,4573
201710,88228,4573
201710,88229,4852
201710,88231,4852
201710,88232,2538
201710,88233,3549
201710,88234,3007
201710,88237,2085
201710,88238,4838
201710,88240,4263
201710,88241,4689
201710,88242,3880
201710,88243,4936
201710,88244,4838
201710,88244,3880
201710,88244,4936
201710,88245,4573
201710,88246,4588
201710,88246,3684
201710,88246,1329
201710,88246,4587
201710,88248,3783
201710,88248,4852
201710,88248,3549
201710,88248,4263
201710,88249,3007
201710,88252,3549
201710,88252,4852
201710,88252,4263
201710,88253,3007
201710,88254,4263
201710,88255,3007
201710,88255,4838
201710,88255,3549
201710,88255,3783
201710,88255,4263
201710,88256,2538
201710,88263,4481
201710,88302,3592
201710,88305,1819
201710,88307,3960
201710,88307,3684
201710,90301,4724
201710,90302,3895
201710,90303,3877
201710,90304,3877
201710,93201,3171
201710,93202,54
201710,93203,4926
201710,93205,4925
201710,93206,4450
201710,93207,2531
201710,93208,3771
201710,93209,857
201710,93210,4320
201710,93211,1449
201710,93212,4593
201710,93213,2981
201710,93410,3496
201710,93411,4444
201710,93412,2554
201710,93413,1733
201710,93414,2895
201710,93415,3265
201710,93416,3231
201710,93901,1768
201710,93901,3429
201710,93902,4097
201710,93902,4430
201710,93903,3236
201710,93903,4499
201710,93904,1449
201710,93904,4774
201710,93905,4430
201710,93905,4870
201710,93906,2531
201710,93906,4499
201710,93907,4096
201710,93908,3257
201710,93909,3216
201710,93909,3429
201710,93909,4779
201710,93910,4136
201710,93910,3216
201710,93911,2268
201710,93911,2265
201710,93912,2085
201710,93912,4499
201710,94301,4781
201710,94302,4773
201710,94303,4800
201710,94304,4799
201710,94305,4801
201710,94306,4798
201710,94307,4918
201710,94308,4940
201710,94309,649
201710,94310,4943
201710,94311,4801
201710,94312,2212
201710,94313,4933
201710,94601,3684
201710,94601,3960
201710,95101,3809
201710,95101,4836
201710,95230,3998
201710,95231,4312
201710,95232,1411
201710,95233,2382
201710,95234,143
201710,95235,4932
201710,95236,1251
201710,95237,2878
201710,95238,1981
201710,95239,2545
201710,95240,2210
201710,95241,17
201710,95242,155
201710,95243,1251
201710,95502,4552
201710,95507,4758
201710,95508,4860
201710,95509,4878
201710,95511,4859
201710,95512,4934
201710,95514,3870
201710,95515,4002
201710,95516,4598
201710,95517,4516
201710,95518,3870
201710,96002,49
201710,96003,49
201710,96004,1329
201710,96005,1536
201710,96101,3982
201710,96102,2927
201710,96103,3641
201710,96104,2815
201710,96401,2572
201710,96402,1015
201710,96403,4765
201710,96404,4765
201710,98430,3998
201710,98431,4908
201710,98432,1092
201710,98433,1728
201710,98434,3664
201710,98435,2381
201710,98436,2353
201710,98437,2878
201710,98438,1768
201710,98439,49
201710,98440,1415
201710,98441,15
201710,98442,155
201710,98443,2212
201710,986101,987
201710,986102,987
201710,986103,1819
201710,986104,1053
201710,986105,1819
201710,986106,3195
201710,986107,2472
201710,986108,804
201710,98701,3780
201710,98702,2230
201710,98703,4522
201710,98704,4101
201710,98705,4760
201710,98706,4669
201710,98707,950
201710,98708,4341
201710,98709,2230
201710,98710,4522
201710,98711,4491
201710,98712,2219
201710,98713,4760
201710,98714,950
201710,98715,1053
201710,98830,1536
201710,98831,1415
201710,98832,1351
201710,98833,2382
201710,98834,3664
201710,98835,2286
201710,98836,3231
201710,98837,3674
201710,98838,3218
201710,98839,2545
201710,98840,2210
201710,98841,1981
201710,98842,4031
201710,98843,2353
201710,99330,1329
201710,99331,3882
201710,99332,2332
201710,99333,1930
201710,99334,4114
201710,99335,3561
201710,99336,3732
201710,99338,3210
201710,99339,3404
201710,99340,4907
201710,99341,1769
201710,99342,4031
201710,99343,3740
201710,99539,50
201710,99540,2102
201710,99541,3011
201710,99542,2939
201710,99543,2504
201710,99544,1244
201710,99545,2219
201710,99545,2915
201710,99801,2557
201710,99802,4315
201710,99803,4144
201710,99804,2086
201710,99805,3883
201710,99806,4748
201710,99807,4749
201710,99808,687
201710,99809,4566
201710,99811,843
201710,99812,4488
201710,99813,4728
201710,99815,3662
201710,99816,4566
201710,99817,3314
201710,99818,4749
201710,99819,2086
201710,99820,1924
201711,11952,3304
201711,33331,3467
201711,55308,2534
201711,55338,3588
201711,55524,3769
201711,55542,4283
201711,55552,3801
201711,55736,4862
201711,66236,3937
201711,66244,3937
201711,66605,3043
201711,66629,4826
201711,88146,4726
201720,11303,4562
201720,11312,4563
201720,11313,4562
201720,11314,1329
201720,11315,694
201720,11317,4727
201720,11317,4997
201720,11320,4191
201720,11321,4328
201720,11330,3222
201720,11330,4169
201720,11334,49
201720,11347,4676
201720,11352,4981
201720,11355,3908
201720,11359,4981
201720,11360,1329
201720,11361,1329
201720,11362,4366
201720,11401,3566
201720,11403,4212
201720,11408,4676
201720,11410,4212
201720,11411,150
201720,11414,101
201720,11416,3151
201720,11421,4266
201720,11423,4797
201720,11424,4797
201720,11429,3260
201720,11437,4982
201720,11438,3231
201720,11444,3006
201720,11445,3151
201720,11448,2212
201720,11449,4983
201720,11451,3151
201720,11452,4981
201720,11454,2895
201720,11455,1399
201720,11457,3231
201720,11458,3006
201720,11459,3006
201720,11462,2212
201720,11463,4982
201720,11658,1329
201720,11701,101
201720,11702,101
201720,11703,50
201720,11704,4583
201720,11705,4741
201720,11706,52
201720,11706,1109
201720,11706,3955
201720,11707,4439
201720,11708,4577
201720,11709,50
201720,11710,1536
201720,11711,4211
201720,11714,2353
201720,11715,4848
201720,11716,3779
201720,11717,4727
201720,11717,4379
201720,11718,1370
201720,11719,3554
201720,11720,1536
201720,11721,4379
201720,11721,4726
201720,11722,4790
201720,11723,4253
201720,11724,297
201720,11725,4562
201720,11726,49
201720,11727,4583
201720,11728,219
201720,11729,4955
201720,11730,1683
201720,11733,752
201720,11734,2474
201720,11735,4366
201720,11736,4333
201720,11737,4680
201720,11738,2554
201720,11740,2210
201720,11741,3991
201720,11742,752
201720,11743,4555
201720,11744,2554
201720,11745,5043
201720,11746,2536
201720,11747,4726
201720,11748,3903
201720,11749,3991
201720,11750,4333
201720,11751,4337
201720,11752,4726
201720,11754,4982
201720,11755,50
201720,11756,2353
201720,11757,1536
201720,11758,4955
201720,11759,4475
201720,11760,4955
201720,11761,3790
201720,11762,4366
201720,11763,3561
201720,11764,4955
201720,11765,3561
201720,11766,2482
201720,11767,3961
201720,11768,3561
201720,11769,1683
201720,11770,4333
201720,11771,5024
201720,11801,3680
201720,11802,4793
201720,11803,3813
201720,11805,4975
201720,11808,1411
201720,11809,363
201720,11810,3296
201720,11811,4199
201720,11812,4209
201720,11813,4209
201720,11814,3888
201720,11815,3334
201720,11816,3296
201720,11817,4152
201720,11820,4347
201720,11821,3467
201720,11825,4335
201720,11826,4527
201720,11827,4199
201720,11828,4347
201720,11829,4689
201720,11830,4559
201720,11830,5058
201720,11831,4209
201720,11832,4199
201720,11834,4199
201720,11835,3888
201720,11838,4527
201720,11840,3888
201720,11842,4589
201720,11843,3300
201720,11844,4410
201720,11847,4589
201720,11848,4527
201720,11849,3300
201720,11850,4410
201720,11851,4527
201720,11852,4679
201720,11855,4589
201720,11856,4347
201720,11857,4527
201720,11858,3888
201720,11859,4347
201720,11860,3813
201720,11861,4347
201720,11862,4735
201720,11863,488
201720,11865,4734
201720,11934,4750
201720,11936,4262
201720,11938,4680
201720,11939,4513
201720,11940,4262
201720,11941,3080
201720,11942,3080
201720,11943,3304
201720,11944,4156
201720,11945,4156
201720,11946,3304
201720,11948,4513
201720,11949,4262
201720,11950,4156
201720,11951,4475
201720,11952,3304
201720,11953,4262
201720,11954,4513
201720,11955,4680
201720,11956,4262
201720,11957,4262
201720,11958,3080
201720,11959,4475
201720,11960,3752
201720,11961,4513
201720,11970,3080
201720,11972,3080
201720,11973,4513
201720,20112,4016
201720,33101,4724
201720,33102,3648
201720,33103,4328
201720,33104,4861
201720,33104,529
201720,33105,4976
201720,33105,622
201720,33107,3954
201720,33107,4439
201720,33108,3176
201720,33109,309
201720,33110,4688
201720,33111,3374
201720,33112,3176
201720,33114,3355
201720,33114,3374
201720,33115,694
201720,33115,2536
201720,33116,4384
201720,33116,309
201720,33117,3314
201720,33117,1536
201720,33118,4384
201720,33119,4566
201720,33120,2826
201720,33120,2482
201720,33121,4997
201720,33121,5004
201720,33121,5003
201720,33121,4813
201720,33121,4827
201720,33121,4845
201720,33122,2555
201720,33123,1482
201720,33123,2557
201720,33124,1394
201720,33125,4659
201720,33125,4790
201720,33126,4534
201720,33127,4997
201720,33127,4752
201720,33127,4845
201720,33127,5004
201720,33127,4874
201720,33128,3895
201720,33129,937
201720,33130,3293
201720,33130,2286
201720,33131,4757
201720,33133,4861
201720,33133,4688
201720,33134,2286
201720,33135,937
201720,33136,4757
201720,33136,2363
201720,33137,4659
201720,33139,139
201720,33139,3877
201720,33140,2490
201720,33141,2556
201720,33142,529
201720,33142,3877
201720,33142,2363
201720,33142,937
201720,33142,3895
201720,33143,2502
201720,33143,2501
201720,33144,4724
201720,33145,1899
201720,33146,3176
201720,33146,1394
201720,33146,4861
201720,33146,1897
201720,33147,2555
201720,33147,3819
201720,33148,2942
201720,33149,3895
201720,33149,547
201720,33149,1897
201720,33149,1899
201720,33149,297
201720,33150,4660
201720,33151,4144
201720,33151,547
201720,33152,3895
201720,33155,4865
201720,33155,4790
201720,33157,3879
201720,33158,4686
201720,33159,360
201720,33160,529
201720,33160,3895
201720,33160,360
201720,33162,4384
201720,33201,1924
201720,33202,3025
201720,33203,402
201720,33204,1489
201720,33205,4478
201720,33206,3185
201720,33206,1109
201720,33206,3581
201720,33206,1766
201720,33206,3955
201720,33206,52
201720,33206,3489
201720,33206,2029
201720,33206,3193
201720,33206,4111
201720,33206,2425
201720,33207,3954
201720,33208,4688
201720,33209,4674
201720,33210,2972
201720,33211,1686
201720,33211,402
201720,33212,2974
201720,33214,4478
201720,33215,2536
201720,33216,3195
201720,33217,4169
201720,33217,3872
201720,33217,4845
201720,33217,3222
201720,33218,2170
201720,33219,598
201720,33220,2826
201720,33221,5004
201720,33221,4555
201720,33222,4790
201720,33223,2842
201720,33224,4477
201720,33226,1924
201720,33227,4477
201720,33228,4915
201720,33229,4674
201720,33230,2972
201720,33231,2972
201720,33232,3450
201720,33234,1489
201720,33235,4477
201720,33236,2842
201720,33237,4978
201720,33238,4203
201720,33239,4563
201720,33241,3450
201720,33242,4978
201720,33243,1686
201720,33244,2235
201720,33245,2842
201720,33247,59
201720,33248,4978
201720,33250,4915
201720,33251,3510
201720,33252,4566
201720,33253,1028
201720,33254,2974
201720,33255,3450
201720,33256,4824
201720,33257,4661
201720,33258,4824
201720,33259,402
201720,33260,4661
201720,33266,4915
201720,33301,4832
201720,33302,4640
201720,33302,4436
201720,33303,3550
201720,33303,3180
201720,33304,3109
201720,33305,3183
201720,33306,3082
201720,33307,4174
201720,33307,3289
201720,33308,3180
201720,33309,4080
201720,33310,3683
201720,33311,3109
201720,33312,3328
201720,33314,3498
201720,33315,4711
201720,33315,3334
201720,33316,4329
201720,33317,4832
201720,33318,4828
201720,33318,3328
201720,33319,4178
201720,33319,4832
201720,33320,3289
201720,33321,3984
201720,33321,4559
201720,33321,3775
201720,33321,5058
201720,33322,4594
201720,33323,4754
201720,33324,4003
201720,33324,3294
201720,33325,4420
201720,33325,4996
201720,33326,4828
201720,33327,5058
201720,33327,3984
201720,33327,3775
201720,33327,4559
201720,33328,2358
201720,33329,4832
201720,33329,3550
201720,33330,4753
201720,33331,667
201720,33333,4736
201720,33333,3683
201720,33334,4449
201720,33335,3623
201720,33336,3467
201720,33337,4689
201720,33337,4996
201720,33339,4378
201720,33340,3653
201720,33341,4754
201720,33342,4080
201720,33342,3550
201720,33343,3623
201720,33343,3109
201720,33344,3633
201720,33345,4736
201720,33346,4003
201720,33347,3653
201720,33347,4410
201720,33348,3910
201720,33349,3550
201720,33349,2358
201720,33350,5029
201720,33351,4329
201720,33352,3860
201720,33352,3550
201720,33355,4996
201720,33356,3618
201720,33356,4736
201720,33357,4753
201720,33358,4594
201720,33359,4410
201720,33360,3109
201720,33360,3467
201720,33360,3550
201720,33361,3860
201720,33361,3245
201720,33362,4828
201720,33362,4390
201720,33440,4906
201720,33448,3545
201720,33449,4577
201720,33450,3950
201720,33451,4577
201720,33452,4577
201720,33452,3545
201720,33454,3304
201720,33460,3545
201720,33460,4577
201720,33461,3947
201720,33462,1156
201720,55103,3827
201720,55109,4850
201720,55110,4180
201720,55114,2466
201720,55117,4827
201720,55117,4874
201720,55118,4544
201720,55121,4227
201720,55121,5004
201720,55122,3824
201720,55125,4850
201720,55127,3827
201720,55129,3374
201720,55130,4851
201720,55133,2887
201720,55134,4716
201720,55135,780
201720,55140,54
201720,55141,17
201720,55143,780
201720,55144,3171
201720,55145,857
201720,55146,4283
201720,55147,3169
201720,55150,3827
201720,55151,857
201720,55152,7
201720,55153,15
201720,55153,3827
201720,55154,3169
201720,55157,17
201720,55158,857
201720,55159,3169
201720,55160,17
201720,55203,1930
201720,55210,1351
201720,55213,2927
201720,55214,4182
201720,55214,2815
201720,55217,4874
201720,55217,4827
201720,55218,1351
201720,55221,601
201720,55222,3960
201720,55222,4726
201720,55227,1015
201720,55228,1092
201720,55229,2579
201720,55232,1092
201720,55233,1092
201720,55236,4794
201720,55238,1397
201720,55239,233
201720,55242,213
201720,55245,1397
201720,55256,1092
201720,55257,644
201720,55259,694
201720,55301,2940
201720,55302,2940
201720,55303,1546
201720,55304,303
201720,55305,4741
201720,55305,3592
201720,55307,4439
201720,55308,3769
201720,55309,4811
201720,55310,418
201720,55311,3648
201720,55312,3648
201720,55313,2550
201720,55314,1270
201720,55315,4264
201720,55316,2945
201720,55317,4827
201720,55317,4227
201720,55317,4826
201720,55317,4561
201720,55318,302
201720,55319,4540
201720,55320,2482
201720,55322,4169
201720,55322,3961
201720,55322,5003
201720,55323,3769
201720,55324,3762
201720,55324,3761
201720,55325,129
201720,55326,1546
201720,55326,3833
201720,55327,3926
201720,55328,4790
201720,55329,4656
201720,55330,303
201720,55331,3924
201720,55332,302
201720,55333,2945
201720,55334,4661
201720,55336,4795
201720,55337,2265
201720,55338,3761
201720,55338,3588
201720,55339,4967
201720,55340,1337
201720,55341,3895
201720,55343,4795
201720,55344,1337
201720,55345,3522
201720,55346,2468
201720,55347,4795
201720,55347,2265
201720,55347,4967
201720,55350,537
201720,55351,2550
201720,55352,2550
201720,55353,1337
201720,55355,2474
201720,55357,4239
201720,55358,3522
201720,55359,1546
201720,55360,2265
201720,55362,2954
201720,55401,3680
201720,55402,4640
201720,55403,2085
201720,55404,4324
201720,55405,4975
201720,55411,3557
201720,55412,3679
201720,55413,4988
201720,55414,4991
201720,55419,4335
201720,55501,3769
201720,55502,4721
201720,55503,4344
201720,55504,4264
201720,55505,2880
201720,55505,4741
201720,55508,4439
201720,55510,3554
201720,55510,4721
201720,55511,1129
201720,55513,3554
201720,55513,423
201720,55514,4574
201720,55515,2482
201720,55516,4865
201720,55516,4790
201720,55517,325
201720,55518,4811
201720,55518,4544
201720,55520,4394
201720,55521,4727
201720,55521,3222
201720,55522,4540
201720,55523,3917
201720,55524,325
201720,55525,4851
201720,55526,3924
201720,55527,2925
201720,55527,539
201720,55530,4961
201720,55531,3588
201720,55531,4850
201720,55532,2891
201720,55533,3588
201720,55534,1518
201720,55538,3917
201720,55540,3801
201720,55542,7
201720,55544,4963
201720,55546,7
201720,55546,3801
201720,55547,2531
201720,55548,3956
201720,55548,4394
201720,55549,4961
201720,55551,3516
201720,55552,7
201720,55553,3834
201720,55554,4963
201720,55557,2474
201720,55558,4661
201720,55559,3516
201720,55560,1518
201720,55601,3769
201720,55602,101
201720,55603,4264
201720,55604,4344
201720,55605,4849
201720,55606,1399
201720,55609,4721
201720,55610,3491
201720,55611,150
201720,55612,3025
201720,55613,2466
201720,55616,4790
201720,55617,3566
201720,55618,4544
201720,55619,4721
201720,55620,1716
201720,55621,4705
201720,55625,4498
201720,55626,4656
201720,55627,4239
201720,55628,4187
201720,55629,1716
201720,55630,4494
201720,55631,4494
201720,55632,4498
201720,55633,1716
201720,55634,3903
201720,55635,4239
201720,55636,4704
201720,55637,4187
201720,55638,3166
201720,55640,3491
201720,55641,3166
201720,55642,3447
201720,55643,4189
201720,55644,4494
201720,55646,3429
201720,55647,4187
201720,55648,4239
201720,55649,3729
201720,55650,4189
201720,55651,4189
201720,55653,3429
201720,55654,4189
201720,55655,3443
201720,55655,4494
201720,55656,4705
201720,55657,4794
201720,55658,4189
201720,55659,4705
201720,55661,4705
201720,55662,3729
201720,55663,4794
201720,55664,4187
201720,55665,4189
201720,55669,3729
201720,55670,4794
201720,55671,1399
201720,55701,1411
201720,55702,4793
201720,55703,4221
201720,55704,3776
201720,55705,4569
201720,55706,3977
201720,55707,3607
201720,55707,4744
201720,55707,3598
201720,55707,3183
201720,55707,3830
201720,55707,3624
201720,55707,4713
201720,55708,4174
201720,55709,4877
201720,55709,3830
201720,55709,3082
201720,55709,4511
201720,55709,4405
201720,55710,4856
201720,55711,3679
201720,55712,4324
201720,55713,3533
201720,55714,4966
201720,55715,3830
201720,55716,4996
201720,55716,4420
201720,55717,4793
201720,55717,4856
201720,55718,4994
201720,55719,4991
201720,55720,3296
201720,55721,5058
201720,55721,4559
201720,55722,4335
201720,55722,4856
201720,55723,4966
201720,55724,3557
201720,55724,1411
201720,55725,4994
201720,55725,3019
201720,55726,4958
201720,55727,4221
201720,55727,4958
201720,55728,3984
201720,55728,3699
201720,55728,5058
201720,55728,4559
201720,55729,4221
201720,55729,3167
201720,55730,4435
201720,55731,3019
201720,55732,4966
201720,55732,4675
201720,55733,4722
201720,55734,3907
201720,55734,4400
201720,55736,4989
201720,55737,3467
201720,55738,2981
201720,55740,4435
201720,55741,4558
201720,55742,4989
201720,55743,3258
201720,55744,3681
201720,55745,4226
201720,55746,4558
201720,55747,4675
201720,55748,3258
201720,55748,4397
201720,55748,3681
201720,55748,3977
201720,55749,4558
201720,55751,4710
201720,55752,3258
201720,55752,4710
201720,55753,3834
201720,55754,3681
201720,55755,4324
201720,55755,3977
201720,55757,4420
201720,55758,4420
201720,55759,4226
201720,55759,3681
201720,55759,4558
201720,55760,3258
201720,55762,2981
201720,66102,3648
201720,66103,2219
201720,66103,2392
201720,66104,4965
201720,66104,5002
201720,66107,3954
201720,66108,3592
201720,66109,351
201720,66110,397
201720,66110,2392
201720,66111,3338
201720,66112,380
201720,66112,2908
201720,66114,3132
201720,66115,2927
201720,66117,4379
201720,66117,4555
201720,66118,441
201720,66119,3961
201720,66119,5003
201720,66120,2826
201720,66123,4534
201720,66124,3170
201720,66124,3826
201720,66124,2151
201720,66125,4931
201720,66127,3170
201720,66127,2915
201720,66127,2151
201720,66127,4581
201720,66128,3603
201720,66131,1244
201720,66132,2863
201720,66133,3826
201720,66134,3143
201720,66135,2982
201720,66136,2982
201720,66137,4843
201720,66138,1732
201720,66139,2982
201720,66140,5031
201720,66141,2151
201720,66142,4820
201720,66143,1732
201720,66144,2982
201720,66144,2104
201720,66144,3170
201720,66144,4820
201720,66144,4581
201720,66144,3143
201720,66144,1732
201720,66146,2104
201720,66146,1244
201720,66146,4581
201720,66146,397
201720,66147,4672
201720,66147,3170
201720,66147,1732
201720,66147,2104
201720,66147,4130
201720,66147,4820
201720,66149,4990
201720,66149,2576
201720,66151,3603
201720,66151,4413
201720,66151,3826
201720,66151,1732
201720,66151,2915
201720,66151,4931
201720,66151,2576
201720,66151,3194
201720,66151,729
201720,66151,2982
201720,66151,665
201720,66152,3780
201720,66153,1244
201720,66153,2915
201720,66154,950
201720,66154,2219
201720,66155,5006
201720,66155,1732
201720,66155,4697
201720,66155,3096
201720,66156,2104
201720,66158,4820
201720,66158,3143
201720,66159,4672
201720,66160,423
201720,66161,1053
201720,66201,3837
201720,66203,2442
201720,66208,5003
201720,66208,3872
201720,66215,4266
201720,66217,2442
201720,66219,2442
201720,66224,4509
201720,66225,4509
201720,66228,4561
201720,66228,4813
201720,66230,2442
201720,66241,3020
201720,66243,4432
201720,66243,397
201720,66244,3937
201720,66244,814
201720,66245,4432
201720,66245,1988
201720,66246,3377
201720,66246,3378
201720,66246,3937
201720,66246,4151
201720,66246,3020
201720,66248,3837
201720,66249,2243
201720,66250,3937
201720,66250,4151
201720,66250,3020
201720,66250,3377
201720,66250,3378
201720,66250,3939
201720,66250,3268
201720,66251,3837
201720,66252,3937
201720,66252,1512
201720,66252,5007
201720,66254,4509
201720,66254,4257
201720,66255,3935
201720,66255,3937
201720,66256,481
201720,66256,4599
201720,66257,2442
201720,66259,2411
201720,66259,3937
201720,66259,2243
201720,66259,3472
201720,66261,3562
201720,66261,2243
201720,66262,969
201720,66262,3472
201720,66263,2488
201720,66263,4599
201720,66264,3020
201720,66265,2243
201720,66266,3472
201720,66266,4257
201720,66267,4257
201720,66267,4599
201720,66301,4502
201720,66302,4336
201720,66303,1365
201720,66304,2925
201720,66304,4344
201720,66305,4741
201720,66308,1699
201720,66309,351
201720,66311,4071
201720,66311,4987
201720,66312,4424
201720,66312,2908
201720,66314,4424
201720,66318,3956
201720,66318,4645
201720,66321,953
201720,66322,4865
201720,66323,4177
201720,66324,4792
201720,66325,3587
201720,66329,4198
201720,66330,1460
201720,66333,1365
201720,66334,4990
201720,66335,4990
201720,66336,4687
201720,66337,1706
201720,66337,4241
201720,66337,1699
201720,66337,3587
201720,66341,3814
201720,66342,4687
201720,66343,4687
201720,66344,3374
201720,66346,1572
201720,66348,4241
201720,66349,3933
201720,66349,1630
201720,66349,1699
201720,66349,4224
201720,66350,2102
201720,66351,4241
201720,66352,4241
201720,66354,4676
201720,66355,1706
201720,66356,2832
201720,66356,4177
201720,66356,4538
201720,66356,1699
201720,66356,4198
201720,66356,2292
201720,66358,4198
201720,66359,1124
201720,66360,1699
201720,66361,1699
201720,66362,1706
201720,66363,1706
201720,66364,952
201720,66365,4198
201720,66366,4079
201720,66366,4418
201720,66366,2574
201720,66366,2999
201720,66366,1699
201720,66367,3587
201720,66368,1460
201720,66401,4676
201720,66401,4639
201720,66401,150
201720,66401,418
201720,66402,3554
201720,66402,4336
201720,66402,176
201720,66402,2940
201720,66403,3714
201720,66404,2925
201720,66404,4809
201720,66404,5002
201720,66404,4965
201720,66405,4855
201720,66405,622
201720,66405,3592
201720,66407,3954
201720,66408,4379
201720,66408,4813
201720,66408,3961
201720,66409,3588
201720,66409,4850
201720,66409,3761
201720,66409,4851
201720,66410,4830
201720,66410,4377
201720,66410,3040
201720,66410,352
201720,66410,1008
201720,66410,3964
201720,66410,4953
201720,66410,4846
201720,66411,3338
201720,66411,3168
201720,66411,4678
201720,66411,2264
201720,66413,987
201720,66413,4619
201720,66414,4379
201720,66414,3872
201720,66414,4727
201720,66414,4555
201720,66418,4659
201720,66418,4661
201720,66420,2826
201720,66423,2908
201720,66423,1707
201720,66423,1130
201720,66425,1940
201720,66428,4869
201720,66428,2939
201720,66429,4377
201720,66430,4264
201720,66430,3903
201720,66430,2927
201720,66431,398
201720,66431,3639
201720,66432,1434
201720,66432,4858
201720,66433,4247
201720,66433,4954
201720,66434,4843
201720,66435,2863
201720,66436,613
201720,66436,4869
201720,66436,2939
201720,66437,3374
201720,66437,4534
201720,66438,4661
201720,66439,3132
201720,66440,1135
201720,66440,3031
201720,66441,352
201720,66441,5009
201720,66441,5005
201720,66441,3010
201720,66441,2113
201720,66441,1135
201720,66441,4529
201720,66441,3031
201720,66441,4847
201720,66441,372
201720,66442,2504
201720,66442,4730
201720,66443,3010
201720,66443,2257
201720,66443,3811
201720,66443,2594
201720,66443,2924
201720,66443,3617
201720,66443,1445
201720,66443,398
201720,66446,3132
201720,66447,3968
201720,66447,4547
201720,66447,3382
201720,66447,3849
201720,66447,4422
201720,66447,3764
201720,66447,3799
201720,66447,3461
201720,66447,4496
201720,66450,4730
201720,66451,5000
201720,66451,4574
201720,66451,5001
201720,66451,4959
201720,66451,4645
201720,66451,3956
201720,66452,4730
201720,66453,814
201720,66453,3742
201720,66453,1264
201720,66453,651
201720,66453,4747
201720,66453,969
201720,66453,1355
201720,66453,4257
201720,66453,3811
201720,66453,4316
201720,66453,4256
201720,66453,3535
201720,66453,4117
201720,66453,397
201720,66454,687
201720,66455,4865
201720,66456,757
201720,66456,1471
201720,66456,1099
201720,66456,1939
201720,66456,2492
201720,66456,4834
201720,66457,4247
201720,66457,4684
201720,66457,1737
201720,66457,1738
201720,66458,3018
201720,66459,1031
201720,66460,584
201720,66461,4987
201720,66461,3714
201720,66461,4831
201720,66461,4990
201720,66462,3964
201720,66462,1130
201720,66463,2577
201720,66464,3011
201720,66465,4835
201720,66465,4842
201720,66465,4575
201720,66465,3230
201720,66465,5028
201720,66465,5008
201720,66465,1037
201720,66465,1031
201720,66465,5030
201720,66465,3232
201720,66465,2837
201720,66465,886
201720,66465,2838
201720,66465,1113
201720,66465,3229
201720,66465,1844
201720,66466,4730
201720,66466,4466
201720,66467,4730
201720,66501,3168
